company_id,company_cik,company_composite_figi,company_market_locale,company_share_class_figi,company_asset_type,company_ticker,company_name
250,0001275187,BBG000BB5621,us,BBG001S5RPY3,stocks,ANGO,"AngioDynamics, Inc."
251,0000898437,BBG000BBKZD8,us,BBG001S609X7,stocks,ANIK,Anika Therapeutics Inc
252,0001023024,BBG000KK1L04,us,BBG001S9DR85,stocks,ANIP,"ANI Pharmaceuticals, Inc."
253,0000715446,BBG000BG3J79,us,BBG001S5Q1P7,stocks,ANIX,"Anixa Biosciences, Inc."
254,0001944552,BBG01HP11SV4,us,BBG01HP11TP9,stocks,ANL,Adlai Nortye Ltd. American Depositary Shares
255,0001528115,BBG007QVDFG2,us,BBG007QVDFH1,stocks,ANNX,"Annexon, Inc. Common Stock"
256,0001854149,,us,,stocks,ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares
257,0001854149,,us,,stocks,ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit
258,0001854149,,us,,stocks,ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant
259,0001013462,BBG000GXZ4W7,us,BBG001S926L8,stocks,ANSS,Ansys Inc
260,0001413745,BBG000BJ8QD5,us,BBG001SC4W23,stocks,ANTE,AirNet Technology Inc. American Depositary Shares
261,0001880438,BBG00QYLYBK4,us,BBG00QYLYBL3,stocks,ANTX,"AN2 Therapeutics, Inc. Common Stock"
262,0001591956,BBG004Z3JRW1,us,BBG001T8QYM1,stocks,ANY,Sphere 3D Corp. Common Shares
263,0001387467,,us,,stocks,AOSL,Alpha and Omega Semiconductor Limited
264,,BBG017PHCW68,us,BBG017PHCX11,stocks,AOTG,AOT Growth and Innovation ETF
265,0001808997,BBG00QV8FS02,us,BBG00QV8FS11,stocks,AOUT,"American Outdoor Brands, Inc. Common Stock"
266,0001841666,BBG00YTS96G2,us,BBG00YTS96H1,stocks,APA,APA Corporation Common Stock
267,0001070050,BBG000CC6C60,us,BBG001SC5638,stocks,APCX,AppTech Payments Corp. Common Stock
268,0001070050,BBG01463FD02,us,,stocks,APCXW,AppTech Payments Corp. Warrant
269,0000744452,BBG000DGRCY6,us,BBG001SDFYK5,stocks,APDN,"Applied DNA Sciences, Inc."
270,0001201792,BBG000RVD346,us,BBG001SRS4S8,stocks,APEI,"American Public Education, Inc."
271,0001974640,BBG01H51WYQ5,us,BBG01H51WZL7,stocks,APGE,"Apogee Therapeutics, Inc. Common Stock"
272,0001802883,BBG00V9VKFB5,us,BBG00V9VKG50,stocks,API,"Agora, Inc. American Depositary Shares"
273,0001144879,BBG000DSJYS8,us,BBG001SK4K76,stocks,APLD,Applied Digital Corporation Common Stock
274,0001944885,,us,,stocks,APLM,Apollomics Inc. Class A Ordinary Shares
275,0001944885,,us,,stocks,APLMW,Apollomics Inc. Warrant
276,0001492422,BBG007KGRPY4,us,BBG007KGRPZ3,stocks,APLS,"Apellis Pharmaceuticals, Inc. Common Stock"
277,0001697532,BBG000DD0489,us,BBG001SMJMY2,stocks,APLT,"Applied Therapeutics, Inc. Common Stock"
278,0001734005,,us,,stocks,APM,Aptorum Group Limited Class A Ordinary Shares
279,0000006845,BBG000BC6L61,us,BBG001S5NSY1,stocks,APOG,Apogee Enterprises Inc
280,0001751008,BBG006HFPX77,us,BBG006HFPX86,stocks,APP,Applovin Corporation Class A Common Stock
281,0001433195,BBG008GC8CP6,us,BBG008GC8CS3,stocks,APPF,"AppFolio, Inc. Class A"
282,0001441683,BBG001C7PMJ2,us,BBG001TWHH63,stocks,APPN,Appian Corporation Class A Common Stock
283,0000317788,BBG000HZ3562,us,BBG001SPBG12,stocks,APPS,"Digital Turbine, Inc."
284,0001781983,BBG00Q6Q3K37,us,BBG00Q6Q3KV6,stocks,APRE,"Aprea Therapeutics, Inc. Common stock"
285,0000882361,BBG000F3TXC9,us,BBG001S9DNY5,stocks,APTO,"Aptose Biosciences, Inc."
286,0001671584,BBG009RRZ8C2,us,BBG009RRZ8D1,stocks,APVO,Aptevo Therapeutics Inc
287,0001026980,,us,,stocks,APWC,Asia Pacific Wire & Cable Corp
288,0001868573,,us,,stocks,APXI,APx Acquisition Corp. I Class A Ordinary Share
289,0000719135,BBG000F4B671,us,BBG001S9F304,stocks,APYX,Apyx Medical Corporation Common Stock
290,0001603978,BBG00FQB2FM3,us,BBG007HWZ845,stocks,AQB,"AquaBounty Technologies, Inc."
291,0001621832,BBG009CQH0P3,us,BBG009CQH0Q2,stocks,AQMS,"Aqua Metals, Inc. Common Stock"
292,0001398733,BBG00L9HP0Z0,us,BBG00L9HP1R7,stocks,AQST,"Aquestive Therapeutics, Inc. Common Stock"
293,0001861063,BBG017T7VW47,us,BBG017T7VX45,stocks,AQU,Aquaron Acquisition Corp. Common Stock
294,0001861063,BBG01B2TXST9,us,BBG01B2TXTR9,stocks,AQUNR,Aquaron Acquisition Corp. Rights
295,0001861063,BBG017T7PZM7,us,BBG017T7Q0G0,stocks,AQUNU,Aquaron Acquisition Corp. Units
296,0001432353,BBG00ZYYP7Z9,us,BBG00ZYYP8T4,stocks,AQWA,Global X Clean Water ETF
297,0001138723,BBG000QNRY51,us,BBG001SFHKJ0,stocks,ARAY,Accuray Incorporated
298,0001930179,,us,,stocks,ARBB,ARB IOT Group Limited Ordinary Shares
299,0001861841,,us,,stocks,ARBE,Arbe Robotics Ltd. Ordinary Shares
300,0001861841,,us,,stocks,ARBEW,Arbe Robotics Ltd. Warrant
301,0001841675,BBG0127RP0J9,us,BBG0127RP1C4,stocks,ARBK,Argo Blockchain plc American Depositary Shares
302,0001841675,,us,,stocks,ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026
303,0000894405,BBG000C1PFY5,us,BBG001S686R2,stocks,ARCB,ArcBest Corporation
304,0001287750,BBG000PD6X77,us,BBG001SL96Z9,stocks,ARCC,Ares Capital Corporation
305,0001768224,BBG00NNW8JK1,us,BBG00NNW8JL0,stocks,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock
306,0001437402,BBG001WH4DQ3,us,BBG001WH4F33,stocks,ARDX,"Ardelyx, Inc."
307,0001648087,BBG009R1VQJ6,us,BBG009R1VQK4,stocks,AREB,"American Rebel Holdings, Inc. Common Stock"
308,0001648087,BBG014QZN9T8,us,,stocks,AREBW,"American Rebel Holdings, Inc. Warrants"
309,0001590715,BBG005VQ4CM1,us,BBG005VQ4CN0,stocks,AREC,AMERICAN RESOURCES CORP
310,0001697862,BBG00GHB88X9,us,BBG00GHB88Y8,stocks,ARGX,argenx SE American Depositary Shares
311,0001875444,BBG012TKHZ11,us,BBG012TKHZW7,stocks,ARHS,"Arhaus, Inc. Class A Common Stock"
312,0001823794,BBG00YD8K411,us,BBG00YD8K420,stocks,ARKO,ARKO Corp. Common Stock
313,0001823794,BBG00YFJ1LY2,us,,stocks,ARKOW,ARKO Corp. Warrant
314,0000779544,BBG000DMMH86,us,BBG001S8F0L9,stocks,ARKR,Ark Restaurants Corp
315,0001086600,BBG000C14X88,us,BBG001SD52Y1,stocks,ARLP,Alliance Resource Partners LP
316,0001973239,BBG01J1GXZF0,us,BBG01J1GY084,stocks,ARM,Arm Holdings plc American Depositary Shares
317,0000717538,BBG000BCBS51,us,BBG001S5NV83,stocks,AROW,Arrow Financial Corp
318,0001515156,BBG000JFNL85,us,BBG001S7XN59,stocks,ARQ,"Arq, Inc. Common Stock"
319,0001859690,,us,,stocks,ARQQ,Arqit Quantum Inc. Ordinary Shares
320,0001859690,,us,,stocks,ARQQW,Arqit Quantum Inc. Warrants
321,0001787306,BBG00QN8K4M4,us,BBG00QN8K4P1,stocks,ARQT,"Arcutis Biotherapeutics, Inc. Common Stock"
322,0001820721,BBG001V4SF46,us,BBG002MX7TQ9,stocks,ARRY,"Array Technologies, Inc. Common Stock"
323,0001621221,BBG00793XCW0,us,BBG00793XCX9,stocks,ARTL,"Artelo Biosciences, Inc. Common Stock"
324,0000863110,BBG000BG1811,us,BBG001S7MLX4,stocks,ARTNA,Artesian Resources Corp
325,0001817241,BBG00VPZJ0F9,us,BBG00VPZJ0G8,stocks,ARTV,"Artiva Biotherapeutics, Inc. Common Stock"
326,0000007623,BBG000BCCR52,us,BBG001S5NVL8,stocks,ARTW,Arts-Way Manufacturing Co Inc
327,0001655759,BBG00LW7YK82,us,BBG00LW7YL08,stocks,ARVN,"Arvinas, Inc"
328,0001125816,BBG015P0XN84,us,BBG015P0XP34,stocks,ARVR,First Trust Indxx Metaverse ETF
329,0000879407,BBG000BRVKH0,us,BBG001SGT8G5,stocks,ARWR,Arrowhead Research Corporation
330,0001491978,BBG00BH8YN56,us,BBG00BH8YN65,stocks,ASET,FlexShares Real Assets Allocation Index Fund
331,0001754170,BBG00R28X833,us,BBG00R28X851,stocks,ASLE,AerSale Corporation Common Stock
332,0001426800,BBG000R62Q06,us,BBG001T9BMW0,stocks,ASMB,"Assembly Biosciences, Inc"
333,0000937966,,us,,stocks,ASML,ASML Holding NV
334,0001612042,BBG007R7VNC1,us,BBG007R7VP72,stocks,ASND,Ascendis Pharma A/S American Depositary Shares
335,0001141284,BBG000RNR4H3,us,BBG001SV9CJ2,stocks,ASNS,"Actelis Networks, Inc. Common Stock"
336,0001817358,BBG00X7L1C14,us,BBG00X7L1CW0,stocks,ASO,"Academy Sports and Outdoors, Inc."
337,0001890361,,us,,stocks,ASPCU,A SPAC III Acquisition Corp. Unit
338,0001921865,BBG013Y062J3,us,BBG013Y062L0,stocks,ASPI,ASP Isotopes Inc. Common Stock
339,0001462418,,us,,stocks,ASPS,Altisource Portfolio Solutions S.A.
340,0001808665,BBG00T442DS2,us,BBG00T442DT1,stocks,ASRT,"Assertio Holdings, Inc. Common Stock"
341,0000707605,BBG000H0X129,us,BBG001SD3BP3,stocks,ASRV,AmeriServ Financial Inc
342,0001920406,BBG019HGLML0,us,BBG019HGLNF5,stocks,ASST,Asset Entities Inc. Class B Common Stock
343,0001001907,BBG000FNC0Z0,us,BBG001S8LVC4,stocks,ASTC,Astrotech Corporation (DE) Common Stock
344,0000792987,BBG000BCHZL1,us,BBG001S5NWY2,stocks,ASTE,Astec Industries Inc
345,0001083446,BBG000H7ZK57,us,BBG001S96MS2,stocks,ASTH,Astrana Health Inc. Common Stock
346,0001350102,BBG000PT5SS1,us,BBG001SRD9B1,stocks,ASTI,"Ascent Solar Technologies, Inc. Common Stock"
347,0001860805,BBG012NKXTD0,us,BBG012NKXV72,stocks,ASTL,Algoma Steel Group Inc. Common Shares
348,0001860805,BBG0133BZQ71,us,,stocks,ASTLW,Algoma Steel Group Inc. Warrant
349,0001780312,BBG00Q402TR2,us,BBG00Q402TS1,stocks,ASTS,"AST SpaceMobile, Inc. Class A Common Stock"
350,0000884144,BBG000JT96H4,us,BBG001S9KQ61,stocks,ASUR,"Asure Software, Inc"
351,0000720500,BBG000BCJDW6,us,BBG001S5NX89,stocks,ASYS,Amtech Systems Inc
352,0001840904,,us,,stocks,ATAI,ATAI Life Sciences N.V. Common Shares
353,0001853717,BBG011C6KJG8,us,BBG011C6KK93,stocks,ATAT,Atour Lifestyle Holdings Limited American Depositary Shares
354,0001794846,,us,,stocks,ATCOL,Atlas Corp. 7.125% Notes due 2027
355,0001350653,BBG000BBM7Y5,us,BBG001S64XQ8,stocks,ATEC,"Alphatec Holdings, Inc."
356,0001757715,BBG00P4JBS95,us,BBG00P4JBT11,stocks,ATER,"Aterian, Inc. Common Stock"
357,0001304492,BBG0081NLHR0,us,BBG0081NLJH7,stocks,ATEX,Anterix Inc. Common Stock
358,0001967621,,us,,stocks,ATGL,Alpha Technology Group Limited Ordinary Shares
359,0001620463,BBG00C77LX40,us,BBG00C77LXM0,stocks,ATHA,"Athira Pharma, Inc. Common Stock"
360,0001131343,BBG000DK9TP0,us,BBG001SHP8H6,stocks,ATHE,Alterity Therapeutics Limited American Depositary Shares
361,0001755058,,us,,stocks,ATIF,ATIF Holdings Limited Ordinary Shares
362,0001464343,BBG000C6TLC1,us,BBG001SC0HS2,stocks,ATLC,Atlanticus Holdings Corporation
363,0001464343,,us,,stocks,ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026
364,0001464343,,us,,stocks,ATLCP,"Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share"
365,0001464343,,us,,stocks,ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029
366,0001132651,BBG000BHLJW9,us,BBG001S7RMM9,stocks,ATLO,AMES National Corp
367,0001540684,BBG002VZVSN2,us,BBG002VZVTD1,stocks,ATLX,Atlas Lithium Corporation Common Stock
368,0001889106,,us,,stocks,ATMC,AlphaTime Acquisition Corp Ordinary Shares
369,0001889106,,us,,stocks,ATMCR,AlphaTime Acquisition Corp Right
370,0001889106,,us,,stocks,ATMCU,AlphaTime Acquisition Corp Unit
371,0001889106,,us,,stocks,ATMCW,AlphaTime Acquisition Corp Warrant
372,0001937891,,us,,stocks,ATMV,AlphaVest Acquisition Corp Ordinary Shares
373,0001937891,,us,,stocks,ATMVR,AlphaVest Acquisition Corp Right
374,0001937891,,us,,stocks,ATMVU,AlphaVest Acquisition Corp Unit
375,0001690080,BBG00H1CP0B4,us,BBG00H1CP113,stocks,ATNF,180 Life Sciences Corp. Common Stock
376,0001690080,BBG00H1CP5Z7,us,,stocks,ATNFW,180 Life Sciences Corp. Warrant
377,0000879585,BBG000F8RCH1,us,BBG001S9SMF2,stocks,ATNI,"ATN International, Inc"
378,0001420520,BBG00D88BWP5,us,BBG00D88BWQ4,stocks,ATOM,Atomera Incorporated Common Stock
379,0001488039,BBG002NCD8C8,us,BBG002NCD954,stocks,ATOS,"Atossa Therapeutics, Inc. Common Stock"
380,0001713210,BBG00HKYNJT7,us,BBG00HKYNJV4,stocks,ATPC,Agape ATP Corporation Common Stock
381,0001604464,BBG005Q3MQY4,us,BBG005Q3MR36,stocks,ATRA,"Atara Biotherapeutics, Inc"
382,0001323885,BBG000BL6CB5,us,BBG001SD43V3,stocks,ATRC,"AtriCure, Inc."
383,0000008063,BBG000BCLBY5,us,BBG001S5NYK3,stocks,ATRO,Astronics Corp
384,0000894081,BBG000BLW5F7,us,BBG001S8KJF9,stocks,ATSG,"Air Transport Services Group, Inc."
385,0001650101,BBG009R6DP43,us,BBG009R6DP52,stocks,ATXG,Addentax Group Corp. Common Stock
386,0001644963,BBG00GLTS4V4,us,BBG00GLTS5K3,stocks,ATXI,"Avenue Therapeutics, Inc. Common Stock"
387,0001454789,BBG000QSGWX5,us,BBG001T8KDC4,stocks,ATXS,"Astria Therapeutics, Inc. Common Stock"
388,0001339970,BBG001J2P692,us,BBG001V0GF01,stocks,ATYR,"aTyr Pharma, Inc. Common Stock"
389,0000750574,BBG000BNFKK3,us,BBG001S6RJQ4,stocks,AUBN,Auburn National Bancorporation
390,0001086434,,us,,stocks,AUDC,AudioCodes Ltd
391,0001534154,BBG0081VR7H9,us,BBG0081VR7J7,stocks,AUID,authID Inc. Common Stock
392,,BBG01KJPQ4Y4,us,BBG01KJPQ660,stocks,AUMI,Themes Gold Miners ETF
393,0001600620,BBG000BCRJM5,us,BBG001S68013,stocks,AUPH,Aurinia Pharmaceuticals Inc
394,0001828108,BBG00Z92Y6X1,us,BBG00Z92Y6Y0,stocks,AUR,"Aurora Innovation, Inc. Class A Common Stock"
395,0001501796,BBG00226DGM5,us,BBG00226DGP2,stocks,AURA,"Aura Biosciences, Inc. Common Stock"
396,0001828108,BBG010SBLF79,us,,stocks,AUROW,"Aurora Innovation, Inc. Warrant"
397,0001730463,BBG00KVT05R6,us,BBG00KVT06G6,stocks,AUTL,Autolus Therapeutics plc American Depositary Share
398,0001554818,BBG00Y0537N9,us,BBG00Y0538H4,stocks,AUUD,Auddia Inc. Common Stock
399,0001554818,BBG00Y057JS4,us,,stocks,AUUDW,Auddia Inc. Warrants
400,0001832332,BBG00G6D6H96,us,BBG00G6D6HB3,stocks,AVAH,Aveanna Healthcare Holdings Inc. Common Stock
401,0001368622,BBG000GX14P2,us,BBG001SPPWP6,stocks,AVAV,"AeroVironment, Inc."
402,0001868279,BBG011N37VQ0,us,BBG011N37VW3,stocks,AVBP,"ArriVent BioPharma, Inc. Common Stock"
403,0001012477,,us,,stocks,AVDL,Avadel Pharmaceuticals plc Ordinary Share
404,0001858257,BBG012MBDFZ9,us,BBG012MBDGV1,stocks,AVDX,"AvidXchange Holdings, Inc. Common Stock"
405,0001730168,BBG00KHY5S69,us,BBG00KHY5SY8,stocks,AVGO,Broadcom Inc. Common Stock
406,0001506928,BBG000QCSTC7,us,BBG001T6V7N7,stocks,AVGR,"Avinger, Inc. Common Stock"
407,0001924868,BBG01P7T8FX4,us,BBG01P7T8GS8,stocks,AVGX,Defiance Daily Target 2X Long AVGO ETF
408,0001593899,BBG00TZNCJ75,us,BBG00TZNCJ84,stocks,AVIR,"Atea Pharmaceuticals, Inc. Common Stock"
409,,BBG01Q40B085,us,BBG01Q40B156,stocks,AVL,Direxion Daily AVGO Bull 2X Shares
410,0001377789,BBG000QX48M2,us,BBG001SSSZS7,stocks,AVNW,"Aviat Networks, Inc."
411,0001802974,BBG005C9W679,us,BBG005C9W688,stocks,AVO,"Mission Produce, Inc. Common Stock"
412,0001777921,BBG00Q73LFG4,us,BBG00Q73LFK9,stocks,AVPT,"AvePoint, Inc. Class A Common Stock"
413,0001777921,BBG00QRNGY82,us,,stocks,AVPTW,"AvePoint, Inc. Warrant"
414,,BBG01Q419WL1,us,BBG01Q419XF6,stocks,AVS,Direxion Daily AVGO Bear 1X Shares
415,0000008858,BBG000BCPB71,us,BBG001S5NZJ2,stocks,AVT,"Avnet, Inc."
416,0001798749,BBG00WGHZFH4,us,BBG00WGHZFJ2,stocks,AVTE,"Aerovate Therapeutics, Inc. Common Stock"
417,0001534120,BBG001QHW0Y8,us,BBG001V1GPQ9,stocks,AVTX,"Avalo Therapeutics, Inc. Common Stock"
418,,BBG01LV4QP78,us,BBG01LV4QQ67,stocks,AVXC,Avantis Emerging Markets ex-China Equity ETF
419,0001314052,BBG000C9K8K4,us,BBG001SLQWW6,stocks,AVXL,Anavex Life Sciences
420,0000926617,BBG000BTYP37,us,BBG001SSBCM2,stocks,AWH,Aspira Women's Health Inc. Common Stock
421,0001015739,BBG000H56MZ6,us,BBG001S95Q04,stocks,AWRE,Aware Inc
422,0000727207,BBG000CDVK08,us,BBG001S6TPB4,stocks,AXDX,"Accelerate Diagnostics, Inc."
423,0000805928,BBG000BN46R9,us,BBG001S5SRD1,stocks,AXGN,"Axogen, Inc. Common Stock"
424,0001069183,BBG000BHJWG1,us,BBG001SB2HG5,stocks,AXON,"Axon Enterprise, Inc. Common Stock"
425,0001579428,BBG00B6G7GL7,us,BBG00B6G7GM6,stocks,AXSM,"Axsome Therapeutics, Inc"
426,0001051627,BBG000BHZ0N5,us,BBG001S7SPZ7,stocks,AXTI,AXT Inc
427,0001601072,,us,,stocks,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares
428,0001086745,BBG000F4HP82,us,BBG001SKMRS8,stocks,AYRO,"AYRO, Inc. Common Stock"
429,0001385818,BBG000VC2PT9,us,BBG001T21Q11,stocks,AYTU,"AYTU BioPharma, Inc. Common Stock"
430,0001866030,BBG00TM0F0B2,us,BBG00JXQRF10,stocks,AZ,A2Z Cust2Mate Solutions Corp. Common Shares
431,0001959726,,us,,stocks,AZI,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares
432,0000901832,BBG000BZ0DK8,us,BBG001SB80N8,stocks,AZN,AstraZeneca PLC
433,0001897982,BBG017J18W74,us,BBG017J18WC8,stocks,AZPN,Aspen Technology Inc
434,0000933974,BBG000DX9JV7,us,BBG001S8F1B8,stocks,AZTA,"Azenta, Inc."
435,0001689873,BBG01BWDFNB1,us,BBG01BWDFP53,stocks,BABX,GraniteShares ETF Trust GraniteShares 2x Long BABA Daily ETF
436,0001729944,BBG00M0GRBB9,us,BBG00M0GRC27,stocks,BACK,"IMAC Holdings, Inc. Common Stock"
437,0002028707,,us,,stocks,BACQU,Bleichroeder Acquisition Corp. I Unit
438,0001941536,BBG019M64MD4,us,BBG019M64MF2,stocks,BAER,"Bridger Aerospace Group Holdings, Inc. Common Stock"
439,0001941536,BBG01BBJSP77,us,,stocks,BAERW,"Bridger Aerospace Group Holdings, Inc. Warrant"
440,0001482688,BBG01QVCT4K8,us,BBG01QVCTTJ5,stocks,BAFE,Brown Advisory Flexible Equity ETF
441,0001649739,BBG000QK3NY5,us,BBG001SN12G3,stocks,BAFN,BayFirst Financial Corp. Common Stock
442,0001514416,BBG001K003W2,us,BBG001TFDMP2,stocks,BAND,Bandwidth Inc. Class A Common Stock
443,0000760498,BBG000BGJJX3,us,BBG001S75RW1,stocks,BANF,Bancfirst Corp
444,0000760498,,us,,stocks,BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Pfd Secs
445,0001914805,,us,,stocks,BANL,CBL International Limited Ordinary Shares
446,0000946673,BBG000MVZH28,us,BBG001SD3DZ8,stocks,BANR,Banner Corp.
447,0001578987,BBG004PP4922,us,BBG004PP4931,stocks,BANX,ArrowMark Financial Corp. Common Stock
448,0001811216,,us,,stocks,BAOS,Baosheng Media Group Holdings Limited Ordinary shares
449,0001845022,BBG001Z5ZB04,us,BBG001Z5ZB22,stocks,BASE,"Couchbase, Inc. Common Stock"
450,0001958140,BBG01HCDRG86,us,BBG01HCDRG95,stocks,BATRA,"Atlanta Braves Holdings, Inc. Series A Common Stock"
451,0001958140,BBG01HCX3Y34,us,BBG01HCX3Z22,stocks,BATRK,"Atlanta Braves Holdings, Inc. Series C Common Stock"
452,0001969475,BBG01KT6FX00,us,BBG01KT6FXV6,stocks,BAYA,Bayview Acquisition Corp Class A Ordinary Shares
453,0001969475,BBG01KT6G6L5,us,BBG01KT6G7L3,stocks,BAYAR,Bayview Acquisition Corp Right
454,0001969475,BBG01K7N3468,us,BBG01K7N3510,stocks,BAYAU,Bayview Acquisition Corp Unit
455,0001703956,BBG00M8BB0W0,us,BBG00M8BB1P6,stocks,BBCP,"Concrete Pumping Holdings, Inc. Common Stock"
456,0001099160,BBG000CB07H7,us,BBG001SDTSJ5,stocks,BBGI,Beasley Broadcasting Group Inc
457,0001137360,BBG000C1FW33,us,BBG002DP3D21,stocks,BBH,VanEck Biotech ETF
458,0001743881,BBG00P9KDZK6,us,BBG00P9KDZL5,stocks,BBIO,"BridgeBio Pharma, Inc. Common Stock"
459,0001419554,BBG007GF2K51,us,BBG007GF2K79,stocks,BBLG,Bone Biologics Corp Common Stock
460,0001419554,BBG012Y6Z4L3,us,,stocks,BBLGW,Bone Biologics Corp Warrants
461,0000902791,BBG000BHJSC4,us,BBG001S7CX50,stocks,BBSI,Barrett Business Services
462,0001826892,BBG00Y6GBT61,us,BBG00Y6GBV39,stocks,BCAB,"BioAtla, Inc. Common Stock"
463,0001795815,BBG000QJ8KD2,us,BBG001SMZ5M4,stocks,BCAL,California BanCorp Common Stock
464,0001888151,BBG017VBWGD9,us,BBG0109ZL6Q6,stocks,BCAN,Femto Technologies Inc. Common Stock
465,0002023658,BBG00Z15DGK7,us,BBG00Z15DGL6,stocks,BCAX,Bicara Therapeutics Inc. Common Stock
466,0001228454,BBG000M7H7J5,us,BBG001SK9NQ4,stocks,BCBP,BCB Bancorp Inc (NJ)
467,0000925741,BBG000BTJTF3,us,BBG001S72MS0,stocks,BCDA,"BioCardia, Inc. Common Stock"
468,0001953984,BBG01G023166,us,BBG01G023175,stocks,BCG,"Binah Capital Group, Inc. Common Stock"
469,0001953984,BBG01GY518Z7,us,,stocks,BCGWW,"Binah Capital Group, Inc. Warrants"
470,0001137883,BBG000FR6HQ1,us,BBG001SBSRN7,stocks,BCLI,Brainstorm Cell Therapeutics Inc.
471,0001730984,BBG00FWKRBS2,us,BBG00FWKRCJ0,stocks,BCML,BayCom Corp Common Stock
472,0001313275,BBG000GZH540,us,BBG001SP29R0,stocks,BCOV,"Brightcove, Inc."
473,0001847360,BBG011S2J821,us,BBG011S2J830,stocks,BCOW,"1895 Bancorp of Wisconsin, Inc. Common Stock"
474,0000009326,BBG000BCY878,us,BBG001S5P2R4,stocks,BCPC,Balchem Corporation
475,0000882796,BBG000BLYWX6,us,BBG001S7K151,stocks,BCRX,BioCryst Pharmaceuticals Inc
476,0001610820,BBG0018783B6,us,BBG001SMHR46,stocks,BCTX,Briacell Therapeutics Corp. Common Shares
477,0001610820,BBG00ZF3B328,us,,stocks,BCTXW,BriaCell Therapeutics Corp. Warrant
478,0001761612,BBG00P0YWPK6,us,BBG00P0YWQ97,stocks,BCYC,Bicycle Therapeutics plc American Depositary Shares
479,,BBG01GKHKY33,us,BBG01GKHKYY9,stocks,BDGS,Bridges Capital Tactical ETF
480,0001982444,,us,,stocks,BDMD,Baird Medical Investment Holdings Ltd Ordinary Share
481,0001982444,,us,,stocks,BDMDW,Baird Medical Investment Holdings Ltd Warrant
482,0001643918,BBG00BLVW2R4,us,BBG00BLVW3G4,stocks,BDRX,Biodexa Pharmaceuticals plc American Depositary Shs
483,0001439725,BBG001J2LMV6,us,BBG001V0G914,stocks,BDSX,"Biodesix, Inc. Common Stock"
484,0001701541,BBG00MS4Y0W9,us,BBG00MS4Y0X8,stocks,BDTX,"Black Diamond Therapeutics, Inc. Common Stock"
485,0001852207,,us,,stocks,BEAGU,Bold Eagle Acquisition Corp. Units
486,0001745999,BBG00KXC8646,us,BBG00KXC8655,stocks,BEAM,Beam Therapeutics Inc. Common Stock
487,0001779372,BBG012F6HZX2,us,BBG012F6HZY1,stocks,BEAT,"Heartbeam, Inc. Common Stock"
488,0001779372,BBG012XPRXX4,us,,stocks,BEATW,"Heartbeam, Inc. Warrant"
489,0001124941,BBG000BKTXF2,us,BBG001S903Y3,stocks,BECN,"Beacon Roofing Supply, Inc."
490,0001398805,BBG000BBJG06,us,BBG001S7JC04,stocks,BEEM,Beam Global Common Stock
491,,BBG01K0VKY08,us,BBG01K0VKYW3,stocks,BEEZ,Honeytree U.S. Equity ETF
492,0000729580,BBG000C28YR9,us,BBG001S6BRZ3,stocks,BELFA,Bel Fuse Inc
493,0000729580,BBG000DYGCS6,us,BBG001S93K81,stocks,BELFB,Bel Fuse Inc
494,0001761055,BBG01NC45LW9,us,BBG01NC45MS2,stocks,BELT,BlackRock ETF Trust iShares Long-Term U.S. Equity Active ETF
495,0001775734,BBG00KFV0B41,us,BBG00KFV0B50,stocks,BENF,Beneficient Class A Common Stock
496,0001775734,BBG01FVBG8K9,us,,stocks,BENFW,Beneficient Warrant
497,0001835856,BBG0103VG6N0,us,BBG0103VG6P8,stocks,BETR,Better Home & Finance Holding Company Class A Common Stock
498,0001835856,BBG010B6T055,us,,stocks,BETRW,Better Home & Finance Holding Company Warrant
499,0001746109,BBG000BG27V9,us,BBG001S79DP6,stocks,BFC,Bank First Corporation Common Stock
500,0001303942,BBG000BCD4H9,us,BBG001S69N21,stocks,BFIN,BankFinancial Corporation
501,0001829247,BBG01BXY7SH6,us,BBG01BXY7TD8,stocks,BFRG,"Bullfrog AI Holdings, Inc. Common Stock"
502,0001829247,BBG01CD99CS2,us,,stocks,BFRGW,"Bullfrog AI Holdings, Inc. Warrants"
503,0001858685,BBG00HTD0PX0,us,BBG00HTD0PY9,stocks,BFRI,Biofrontera Inc. Common Stock
504,0001858685,BBG013841CP0,us,,stocks,BFRIW,Biofrontera Inc. Warrants
505,0001624322,BBG000TGZHS6,us,BBG001T056Q8,stocks,BFST,"Business First Bancshares, Inc. Common Stock"
506,0001094831,BBG01H9FTGX5,us,BBG01H9FTHS9,stocks,BGC,"BGC Group, Inc. Class A Common Stock"
507,0001156388,BBG000NF3BG5,us,BBG001SD30D0,stocks,BGFV,Big 5 Sporting Goods Corp
